file,onset,offset,class
fold3_room7_mix004.wav,185.4,190.9,0
fold3_room7_mix004.wav,191.4,202.4,0
fold3_room7_mix004.wav,203.4,258.9,0
fold3_room7_mix004.wav,259.9,270.4,0
fold3_room7_mix004.wav,273.4,275.4,0
fold3_room7_mix004.wav,293.9,294.9,0
fold3_room7_mix004.wav,295.9,300.9,0
fold3_room7_mix004.wav,301.9,303.9,0
fold3_room7_mix004.wav,306.4,310.9,0
fold3_room7_mix004.wav,197.9,198.4,2
fold3_room7_mix004.wav,284.4,285.9,3
fold3_room7_mix004.wav,289.4,290.9,3
fold3_room7_mix004.wav,25.9,26.9,4
fold3_room7_mix004.wav,49.9,50.9,4
fold3_room7_mix004.wav,84.4,85.9,4
fold3_room7_mix004.wav,143.9,146.4,4
fold3_room7_mix004.wav,181.9,182.9,4
fold3_room7_mix004.wav,184.4,185.9,4
fold3_room7_mix004.wav,190.9,191.4,4
fold3_room7_mix004.wav,233.4,234.9,4
fold3_room7_mix004.wav,245.4,245.9,4
fold3_room7_mix004.wav,258.9,259.9,4
fold3_room7_mix004.wav,264.9,265.9,4
fold3_room7_mix004.wav,312.4,318.4,6
fold3_room7_mix004.wav,317.9,324.4,7
fold3_room7_mix005.wav,4.9,17.4,0
fold3_room7_mix005.wav,17.9,61.9,0
fold3_room7_mix005.wav,62.4,84.9,0
fold3_room7_mix005.wav,85.4,120.4,0
fold3_room7_mix005.wav,122.4,139.4,0
fold3_room7_mix005.wav,140.9,163.9,0
fold3_room7_mix005.wav,165.4,183.9,0
fold3_room7_mix005.wav,184.4,208.9,0
fold3_room7_mix005.wav,223.4,223.9,0
fold3_room7_mix005.wav,224.9,226.9,0
fold3_room7_mix005.wav,227.9,234.9,0
fold3_room7_mix005.wav,235.4,243.4,0
fold3_room7_mix005.wav,212.4,213.4,3
fold3_room7_mix005.wav,216.4,217.4,3
fold3_room7_mix005.wav,218.4,221.4,3
fold3_room7_mix005.wav,97.4,99.4,4
fold3_room7_mix005.wav,119.4,121.9,4
fold3_room7_mix005.wav,134.9,135.9,4
fold3_room7_mix005.wav,139.4,140.4,4
fold3_room7_mix005.wav,174.4,175.9,4
fold3_room7_mix005.wav,182.4,183.4,4
fold3_room7_mix005.wav,199.4,200.4,4
fold3_room7_mix005.wav,245.9,249.9,6
fold3_room7_mix005.wav,249.9,254.9,7
fold3_room7_mix006.wav,3.9,6.4,0
fold3_room7_mix006.wav,6.9,30.9,0
fold3_room7_mix006.wav,31.4,62.9,0
fold3_room7_mix006.wav,65.9,71.4,0
fold3_room7_mix006.wav,72.9,74.4,0
fold3_room7_mix006.wav,75.4,78.9,0
fold3_room7_mix006.wav,79.4,80.4,0
fold3_room7_mix006.wav,81.4,82.9,0
fold3_room7_mix006.wav,84.4,85.9,0
fold3_room7_mix006.wav,86.9,88.4,0
fold3_room7_mix006.wav,90.4,90.9,0
fold3_room7_mix006.wav,92.9,94.9,0
fold3_room7_mix006.wav,97.9,99.4,0
fold3_room7_mix006.wav,100.9,102.4,0
fold3_room7_mix006.wav,103.9,106.4,0
fold3_room7_mix006.wav,108.4,109.9,0
fold3_room7_mix006.wav,110.4,124.4,0
fold3_room7_mix006.wav,125.4,126.9,0
fold3_room7_mix006.wav,127.9,129.4,0
fold3_room7_mix006.wav,130.9,131.9,0
fold3_room7_mix006.wav,132.4,133.9,0
fold3_room7_mix006.wav,135.9,138.4,0
fold3_room7_mix006.wav,143.4,151.4,0
fold3_room7_mix006.wav,151.9,154.4,0
fold3_room7_mix006.wav,154.9,155.9,0
fold3_room7_mix006.wav,156.9,158.4,0
fold3_room7_mix006.wav,159.4,164.9,0
fold3_room7_mix006.wav,165.9,169.4,0
fold3_room7_mix006.wav,170.4,173.9,0
fold3_room7_mix006.wav,174.4,175.4,0
fold3_room7_mix006.wav,175.9,177.4,0
fold3_room7_mix006.wav,178.4,179.4,0
fold3_room7_mix006.wav,179.9,181.4,0
fold3_room7_mix006.wav,182.4,184.9,0
fold3_room7_mix006.wav,187.9,188.9,0
fold3_room7_mix006.wav,189.4,193.4,0
fold3_room7_mix006.wav,193.9,194.9,0
fold3_room7_mix006.wav,198.9,202.9,0
fold3_room7_mix006.wav,205.4,207.9,0
fold3_room7_mix006.wav,209.4,220.9,0
fold3_room7_mix006.wav,221.4,240.4,0
fold3_room7_mix006.wav,241.4,244.9,0
fold3_room7_mix006.wav,245.9,250.9,0
fold3_room7_mix006.wav,252.4,253.4,0
fold3_room7_mix006.wav,253.9,255.9,0
fold3_room7_mix006.wav,257.4,257.9,0
fold3_room7_mix006.wav,258.4,259.9,0
fold3_room7_mix006.wav,261.4,264.4,0
fold3_room7_mix006.wav,267.9,268.9,0
fold3_room7_mix006.wav,270.9,273.9,0
fold3_room7_mix006.wav,275.4,278.9,0
fold3_room7_mix006.wav,279.9,281.9,0
fold3_room7_mix006.wav,283.9,286.4,0
fold3_room7_mix006.wav,286.9,298.4,0
fold3_room7_mix006.wav,298.9,304.4,0
fold3_room7_mix006.wav,304.9,321.9,0
fold3_room7_mix006.wav,324.9,326.4,0
fold3_room7_mix006.wav,329.4,333.4,0
fold3_room7_mix006.wav,110.9,112.4,2
fold3_room7_mix006.wav,330.4,333.4,2
fold3_room7_mix006.wav,70.9,71.4,4
fold3_room7_mix006.wav,106.4,108.4,4
fold3_room7_mix006.wav,157.9,159.4,4
fold3_room7_mix006.wav,163.4,164.4,4
fold3_room7_mix006.wav,207.9,209.4,4
fold3_room7_mix006.wav,240.4,241.4,4
fold3_room7_mix006.wav,276.4,277.4,4
fold3_room7_mix006.wav,288.9,290.4,4
fold3_room7_mix006.wav,295.9,296.9,4
fold3_room7_mix006.wav,64.4,271.9,8
fold3_room9_mix001.wav,4.4,20.9,0
fold3_room9_mix001.wav,21.4,25.4,0
fold3_room9_mix001.wav,30.4,31.9,0
fold3_room9_mix001.wav,33.4,42.4,0
fold3_room9_mix001.wav,43.4,50.9,0
fold3_room9_mix001.wav,51.4,52.9,0
fold3_room9_mix001.wav,53.4,59.4,0
fold3_room9_mix001.wav,59.9,64.9,0
fold3_room9_mix001.wav,65.4,79.9,0
fold3_room9_mix001.wav,81.4,84.4,0
fold3_room9_mix001.wav,86.4,90.9,0
fold3_room9_mix001.wav,91.4,92.4,0
fold3_room9_mix001.wav,94.4,97.4,0
fold3_room9_mix001.wav,97.9,105.4,0
fold3_room9_mix001.wav,105.9,107.4,0
fold3_room9_mix001.wav,108.9,127.4,0
fold3_room9_mix001.wav,151.9,169.4,0
fold3_room9_mix001.wav,170.4,175.4,0
fold3_room9_mix001.wav,142.4,149.9,3
fold3_room9_mix001.wav,137.9,142.4,6
fold3_room9_mix002.wav,3.9,15.4,0
fold3_room9_mix002.wav,15.9,35.9,0
fold3_room9_mix002.wav,36.4,65.9,0
fold3_room9_mix002.wav,66.4,67.4,0
fold3_room9_mix002.wav,95.9,96.9,0
fold3_room9_mix002.wav,97.9,101.9,0
fold3_room9_mix002.wav,103.4,109.4,0
fold3_room9_mix002.wav,110.4,112.4,0
fold3_room9_mix002.wav,114.4,119.9,0
fold3_room9_mix002.wav,120.9,127.9,0
fold3_room9_mix002.wav,128.9,129.4,0
fold3_room9_mix002.wav,130.9,132.9,0
fold3_room9_mix002.wav,137.9,151.9,0
fold3_room9_mix002.wav,160.4,162.4,0
fold3_room9_mix002.wav,87.9,94.9,3
fold3_room9_mix002.wav,152.4,160.4,6
fold3_room9_mix003.wav,4.4,7.4,0
fold3_room9_mix003.wav,8.4,17.9,0
fold3_room9_mix003.wav,18.4,24.4,0
fold3_room9_mix003.wav,39.9,42.4,0
fold3_room9_mix003.wav,52.9,58.9,0
fold3_room9_mix003.wav,59.9,61.4,0
fold3_room9_mix003.wav,61.9,66.9,0
fold3_room9_mix003.wav,70.9,78.9,0
fold3_room9_mix003.wav,87.4,88.9,0
fold3_room9_mix003.wav,89.9,91.4,0
fold3_room9_mix003.wav,93.9,96.9,0
fold3_room9_mix003.wav,97.4,102.9,0
fold3_room9_mix003.wav,112.9,115.4,0
fold3_room9_mix003.wav,115.9,120.4,0
fold3_room9_mix003.wav,124.4,127.9,0
fold3_room9_mix003.wav,141.4,142.9,0
fold3_room9_mix003.wav,154.4,158.9,0
fold3_room9_mix003.wav,159.9,160.9,0
fold3_room9_mix003.wav,157.9,160.4,2
fold3_room9_mix003.wav,24.9,29.9,6
fold3_room9_mix003.wav,31.9,35.9,6
fold3_room9_mix004.wav,4.4,14.9,0
fold3_room9_mix004.wav,15.4,25.4,0
fold3_room9_mix004.wav,26.4,29.4,0
fold3_room9_mix004.wav,29.9,35.9,0
fold3_room9_mix004.wav,36.4,49.4,0
fold3_room9_mix004.wav,49.9,58.4,0
fold3_room9_mix004.wav,58.9,68.9,0
fold3_room9_mix004.wav,70.9,71.9,0
fold3_room9_mix004.wav,72.4,73.4,0
fold3_room9_mix004.wav,77.4,79.4,0
fold3_room9_mix004.wav,85.9,92.9,0
fold3_room9_mix004.wav,93.4,103.9,0
fold3_room9_mix004.wav,104.4,107.4,0
fold3_room9_mix004.wav,110.4,114.9,0
fold3_room9_mix004.wav,120.9,125.9,0
fold3_room9_mix004.wav,126.4,127.9,0
fold3_room9_mix004.wav,128.9,132.4,0
fold3_room9_mix004.wav,132.9,137.4,0
fold3_room9_mix004.wav,137.9,139.4,0
fold3_room9_mix004.wav,139.9,141.4,0
fold3_room9_mix004.wav,68.9,70.9,2
fold3_room9_mix004.wav,73.4,76.4,2
fold3_room9_mix004.wav,79.9,85.4,2
fold3_room9_mix004.wav,107.4,110.4,2
fold3_room9_mix004.wav,114.9,120.9,2
fold3_room9_mix005.wav,2.4,2.9,0
fold3_room9_mix005.wav,4.4,5.9,0
fold3_room9_mix005.wav,6.9,8.9,0
fold3_room9_mix005.wav,28.4,32.4,0
fold3_room9_mix005.wav,37.4,38.9,0
fold3_room9_mix005.wav,47.4,48.4,0
fold3_room9_mix005.wav,53.4,56.4,0
fold3_room9_mix005.wav,58.9,74.9,0
fold3_room9_mix005.wav,77.4,78.4,0
fold3_room9_mix005.wav,81.9,86.9,0
fold3_room9_mix005.wav,89.9,92.9,0
fold3_room9_mix005.wav,93.9,94.9,0
fold3_room9_mix005.wav,95.4,97.9,0
fold3_room9_mix005.wav,98.4,100.4,0
fold3_room9_mix005.wav,101.9,103.9,0
fold3_room9_mix005.wav,104.4,105.9,0
fold3_room9_mix005.wav,106.9,109.4,0
fold3_room9_mix005.wav,110.4,122.4,0
fold3_room9_mix005.wav,125.9,146.9,0
fold3_room9_mix005.wav,147.4,151.4,0
fold3_room9_mix005.wav,1.9,2.4,1
fold3_room9_mix005.wav,3.4,3.9,1
fold3_room9_mix005.wav,5.9,6.9,1
fold3_room9_mix005.wav,9.4,27.9,1
fold3_room9_mix005.wav,36.9,37.4,1
fold3_room9_mix005.wav,39.4,53.4,1
fold3_room9_mix005.wav,86.4,87.4,1
fold3_room9_mix005.wav,106.9,107.9,1
fold3_room9_mix005.wav,122.4,125.9,1
fold3_room9_mix005.wav,148.4,149.4,1
fold3_room9_mix005.wav,168.9,169.9,1
fold3_room9_mix005.wav,170.4,172.4,1
fold3_room9_mix005.wav,173.4,176.9,1
fold3_room9_mix005.wav,177.4,179.4,1
fold3_room9_mix005.wav,181.4,186.9,1
fold3_room9_mix005.wav,188.4,192.4,1
fold3_room9_mix005.wav,193.9,196.4,1
fold3_room9_mix005.wav,197.9,205.4,1
fold3_room9_mix005.wav,208.4,209.9,1
fold3_room9_mix005.wav,213.4,215.9,1
fold3_room9_mix005.wav,216.4,217.4,1
fold3_room9_mix005.wav,217.9,218.9,1
fold3_room9_mix005.wav,222.4,224.9,1
fold3_room9_mix005.wav,154.9,156.4,3
fold3_room9_mix005.wav,163.4,164.4,3
fold3_room9_mix005.wav,33.9,36.9,6
fold3_room9_mix005.wav,56.4,58.4,6
fold3_room9_mix006.wav,74.9,76.4,0
fold3_room9_mix006.wav,79.4,80.9,0
fold3_room9_mix006.wav,91.9,92.9,0
fold3_room9_mix006.wav,94.4,99.4,0
fold3_room9_mix006.wav,104.9,108.4,0
fold3_room9_mix006.wav,113.9,114.9,0
fold3_room9_mix006.wav,117.4,124.9,0
fold3_room9_mix006.wav,133.4,140.9,0
fold3_room9_mix006.wav,22.9,23.9,1
fold3_room9_mix006.wav,24.9,26.4,1
fold3_room9_mix006.wav,27.4,28.9,1
fold3_room9_mix006.wav,29.9,30.4,1
fold3_room9_mix006.wav,31.4,35.4,1
fold3_room9_mix006.wav,35.9,40.9,1
fold3_room9_mix006.wav,41.4,43.4,1
fold3_room9_mix006.wav,44.4,45.4,1
fold3_room9_mix006.wav,46.4,47.9,1
fold3_room9_mix006.wav,49.4,63.4,1
fold3_room9_mix006.wav,64.4,65.4,1
fold3_room9_mix006.wav,66.4,67.9,1
fold3_room9_mix006.wav,69.9,70.9,1
fold3_room9_mix006.wav,72.9,74.9,1
fold3_room9_mix006.wav,80.9,95.4,1
fold3_room9_mix006.wav,98.9,106.9,1
fold3_room9_mix006.wav,108.4,117.4,1
fold3_room9_mix006.wav,124.9,135.4,1
fold3_room9_mix006.wav,137.9,139.4,1
fold3_room9_mix006.wav,139.9,141.9,1
fold3_room9_mix006.wav,17.4,21.4,3
fold3_room9_mix006.wav,76.9,78.9,6
fold3_room9_mix006.wav,141.9,145.4,6
fold3_room9_mix007.wav,1.4,2.4,0
fold3_room9_mix007.wav,3.4,4.4,0
fold3_room9_mix007.wav,8.4,13.4,0
fold3_room9_mix007.wav,15.9,18.4,0
fold3_room9_mix007.wav,19.4,20.9,0
fold3_room9_mix007.wav,25.4,28.4,0
fold3_room9_mix007.wav,28.9,33.4,0
fold3_room9_mix007.wav,35.9,37.4,0
fold3_room9_mix007.wav,40.9,43.4,0
fold3_room9_mix007.wav,46.4,46.9,0
fold3_room9_mix007.wav,47.9,50.4,0
fold3_room9_mix007.wav,54.9,59.9,0
fold3_room9_mix007.wav,64.4,66.9,0
fold3_room9_mix007.wav,73.9,75.9,0
fold3_room9_mix007.wav,81.9,83.9,0
fold3_room9_mix007.wav,85.4,86.9,0
fold3_room9_mix007.wav,90.4,91.4,0
fold3_room9_mix007.wav,97.9,99.4,0
fold3_room9_mix007.wav,105.9,109.9,0
fold3_room9_mix007.wav,112.4,113.9,0
fold3_room9_mix007.wav,114.9,115.9,0
fold3_room9_mix007.wav,118.4,119.9,0
fold3_room9_mix007.wav,126.9,128.4,0
fold3_room9_mix007.wav,130.4,131.4,0
fold3_room9_mix007.wav,132.9,133.9,0
fold3_room9_mix007.wav,136.4,138.9,0
fold3_room9_mix007.wav,142.4,149.4,0
fold3_room9_mix007.wav,149.9,151.4,0
fold3_room9_mix007.wav,152.4,155.4,0
fold3_room9_mix007.wav,156.9,157.4,0
fold3_room9_mix007.wav,2.4,2.9,1
fold3_room9_mix007.wav,4.9,8.9,1
fold3_room9_mix007.wav,13.4,17.4,1
fold3_room9_mix007.wav,21.9,24.9,1
fold3_room9_mix007.wav,33.4,33.9,1
fold3_room9_mix007.wav,34.9,37.4,1
fold3_room9_mix007.wav,43.4,44.4,1
fold3_room9_mix007.wav,45.4,46.4,1
fold3_room9_mix007.wav,50.9,51.4,1
fold3_room9_mix007.wav,54.9,56.9,1
fold3_room9_mix007.wav,60.4,62.4,1
fold3_room9_mix007.wav,67.9,69.4,1
fold3_room9_mix007.wav,76.9,77.9,1
fold3_room9_mix007.wav,80.4,81.9,1
fold3_room9_mix007.wav,87.9,89.9,1
fold3_room9_mix007.wav,92.4,93.4,1
fold3_room9_mix007.wav,93.9,94.9,1
fold3_room9_mix007.wav,100.9,101.9,1
fold3_room9_mix007.wav,110.4,112.4,1
fold3_room9_mix007.wav,115.9,118.4,1
fold3_room9_mix007.wav,120.4,120.9,1
fold3_room9_mix007.wav,121.9,122.4,1
fold3_room9_mix007.wav,122.9,123.9,1
fold3_room9_mix007.wav,134.9,135.9,1
fold3_room9_mix007.wav,138.9,139.9,1
fold3_room9_mix007.wav,140.4,141.4,1
fold3_room9_mix007.wav,149.4,149.9,1
fold3_room9_mix007.wav,151.4,152.4,1
fold3_room9_mix007.wav,153.4,153.9,1
fold3_room9_mix007.wav,155.9,156.4,1
fold3_room9_mix007.wav,147.9,149.4,2
fold3_room9_mix007.wav,149.9,151.4,2
fold3_room9_mix008.wav,1.4,2.4,0
fold3_room9_mix008.wav,2.9,4.4,0
fold3_room9_mix008.wav,5.9,8.4,0
fold3_room9_mix008.wav,9.9,12.4,0
fold3_room9_mix008.wav,13.4,15.9,0
fold3_room9_mix008.wav,16.9,17.9,0
fold3_room9_mix008.wav,18.4,19.4,0
fold3_room9_mix008.wav,20.4,22.4,0
fold3_room9_mix008.wav,22.9,25.9,0
fold3_room9_mix008.wav,26.4,28.4,0
fold3_room9_mix008.wav,28.9,33.9,0
fold3_room9_mix008.wav,34.4,36.4,0
fold3_room9_mix008.wav,38.4,38.9,0
fold3_room9_mix008.wav,39.9,42.9,0
fold3_room9_mix008.wav,43.4,44.4,0
fold3_room9_mix008.wav,45.9,46.9,0
fold3_room9_mix008.wav,47.9,48.4,0
fold3_room9_mix008.wav,49.9,51.4,0
fold3_room9_mix008.wav,53.9,59.4,0
fold3_room9_mix008.wav,60.9,68.9,0
fold3_room9_mix008.wav,69.9,70.4,0
fold3_room9_mix008.wav,71.4,72.9,0
fold3_room9_mix008.wav,73.4,74.4,0
fold3_room9_mix008.wav,77.9,78.4,0
fold3_room9_mix008.wav,88.4,89.4,0
fold3_room9_mix008.wav,91.4,98.4,0
fold3_room9_mix008.wav,100.4,102.4,0
fold3_room9_mix008.wav,103.4,104.4,0
fold3_room9_mix008.wav,106.4,109.9,0
fold3_room9_mix008.wav,110.9,112.9,0
fold3_room9_mix008.wav,118.9,119.4,0
fold3_room9_mix008.wav,122.9,123.4,0
fold3_room9_mix008.wav,129.4,130.4,0
fold3_room9_mix008.wav,131.9,134.4,0
fold3_room9_mix008.wav,136.9,152.9,0
fold3_room9_mix008.wav,154.9,155.4,0
fold3_room9_mix008.wav,159.4,160.9,0
fold3_room9_mix008.wav,172.4,180.9,0
fold3_room9_mix008.wav,181.9,183.4,0
fold3_room9_mix008.wav,185.9,187.9,0
fold3_room9_mix008.wav,191.4,192.9,0
fold3_room9_mix008.wav,198.9,204.9,0
fold3_room9_mix008.wav,206.9,207.4,0
fold3_room9_mix008.wav,210.4,211.4,0
fold3_room9_mix008.wav,1.9,2.9,1
fold3_room9_mix008.wav,4.4,5.4,1
fold3_room9_mix008.wav,7.9,8.9,1
fold3_room9_mix008.wav,15.9,16.4,1
fold3_room9_mix008.wav,26.4,28.4,1
fold3_room9_mix008.wav,33.9,34.4,1
fold3_room9_mix008.wav,38.9,39.9,1
fold3_room9_mix008.wav,42.9,43.4,1
fold3_room9_mix008.wav,44.4,45.9,1
fold3_room9_mix008.wav,46.9,47.9,1
fold3_room9_mix008.wav,51.9,52.9,1
fold3_room9_mix008.wav,59.9,61.4,1
fold3_room9_mix008.wav,68.9,69.9,1
fold3_room9_mix008.wav,72.9,73.4,1
fold3_room9_mix008.wav,79.4,79.9,1
fold3_room9_mix008.wav,85.9,86.4,1
fold3_room9_mix008.wav,89.9,90.4,1
fold3_room9_mix008.wav,94.4,95.4,1
fold3_room9_mix008.wav,98.4,100.4,1
fold3_room9_mix008.wav,104.9,105.9,1
fold3_room9_mix008.wav,108.9,110.4,1
fold3_room9_mix008.wav,112.9,114.9,1
fold3_room9_mix008.wav,117.9,118.4,1
fold3_room9_mix008.wav,130.9,131.4,1
fold3_room9_mix008.wav,134.4,135.4,1
fold3_room9_mix008.wav,135.9,136.9,1
fold3_room9_mix008.wav,141.4,142.4,1
fold3_room9_mix008.wav,146.4,147.9,1
fold3_room9_mix008.wav,150.9,151.9,1
fold3_room9_mix008.wav,152.9,153.9,1
fold3_room9_mix008.wav,162.9,163.9,1
fold3_room9_mix008.wav,172.9,175.9,1
fold3_room9_mix008.wav,180.9,181.4,1
fold3_room9_mix008.wav,184.9,185.9,1
fold3_room9_mix008.wav,200.9,201.4,1
fold3_room9_mix008.wav,205.4,206.9,1
fold3_room9_mix008.wav,208.4,210.4,1
fold3_room9_mix008.wav,32.4,33.9,2
fold3_room9_mix008.wav,36.4,38.4,2
fold3_room9_mix008.wav,74.4,75.9,2
fold3_room9_mix008.wav,81.9,84.9,2
fold3_room9_mix008.wav,96.9,98.4,2
fold3_room9_mix008.wav,115.4,116.4,2
fold3_room9_mix008.wav,119.9,121.9,2
fold3_room9_mix008.wav,124.4,126.9,2
fold3_room9_mix008.wav,155.9,157.4,2
fold3_room9_mix008.wav,164.9,171.9,2
fold3_room9_mix008.wav,187.9,190.4,2
fold3_room9_mix008.wav,193.4,196.9,2
fold3_room9_mix008.wav,95.4,96.4,4
