file,win_start,win_end,class,gt_start,pred_start
fold3_room22_mix007.wav,0.0,20.0,0,14.9,12.3
fold3_room22_mix007.wav,0.0,20.0,8,0.0,18.2
fold3_room22_mix007.wav,20.0,40.0,8,29.5,
fold3_room22_mix007.wav,40.0,60.0,8,40.0,
fold3_room22_mix007.wav,60.0,80.0,1,66.1,61.92
fold3_room22_mix007.wav,60.0,80.0,7,69.2,61.92
fold3_room22_mix007.wav,60.0,80.0,8,60.0,61.92
fold3_room22_mix007.wav,80.0,100.0,8,80.0,
fold3_room22_mix007.wav,100.0,120.0,8,100.0,
fold3_room22_mix008.wav,0.0,20.0,0,18.0,1.0
fold3_room22_mix008.wav,0.0,20.0,1,16.2,1.0
fold3_room22_mix008.wav,0.0,20.0,7,17.2,1.0
fold3_room22_mix008.wav,0.0,20.0,12,14.7,1.0
fold3_room22_mix008.wav,20.0,40.0,5,20.5,
fold3_room22_mix008.wav,20.0,40.0,7,23.3,
fold3_room22_mix008.wav,40.0,60.0,4,48.9,41.5
fold3_room22_mix008.wav,40.0,60.0,5,40.0,41.8
fold3_room22_mix008.wav,40.0,60.0,6,50.9,41.9
fold3_room22_mix008.wav,60.0,80.0,4,60.0,
fold3_room22_mix008.wav,60.0,80.0,5,73.9,
fold3_room22_mix009.wav,0.0,20.0,0,2.1,0.0
fold3_room22_mix009.wav,0.0,20.0,1,0.0,0.0
fold3_room22_mix009.wav,0.0,20.0,4,16.9,0.0
fold3_room22_mix009.wav,0.0,20.0,6,0.0,0.0
fold3_room22_mix009.wav,20.0,40.0,0,23.2,21.5
fold3_room22_mix009.wav,20.0,40.0,1,25.0,21.9
fold3_room22_mix009.wav,20.0,40.0,4,20.0,21.9
fold3_room22_mix009.wav,40.0,60.0,0,40.0,40.0
fold3_room22_mix009.wav,40.0,60.0,1,40.9,40.0
fold3_room22_mix009.wav,40.0,60.0,4,40.1,40.0
fold3_room22_mix009.wav,60.0,80.0,0,69.8,61.3
fold3_room22_mix009.wav,60.0,80.0,1,63.2,61.3
fold3_room22_mix009.wav,60.0,80.0,4,72.0,61.3
fold3_room22_mix010.wav,0.0,20.0,0,4.2,1.7
fold3_room22_mix010.wav,0.0,20.0,1,5.9,
fold3_room22_mix010.wav,0.0,20.0,6,3.0,1.8
fold3_room22_mix010.wav,0.0,20.0,10,7.7,1.9
fold3_room22_mix010.wav,20.0,40.0,0,34.2,30.0
fold3_room22_mix010.wav,20.0,40.0,1,29.9,
fold3_room22_mix010.wav,20.0,40.0,4,33.1,34.0
fold3_room22_mix010.wav,40.0,60.0,1,52.7,41.0
fold3_room22_mix010.wav,40.0,60.0,4,40.0,52.0
fold3_room22_mix010.wav,60.0,80.0,0,66.8,70.43
fold3_room22_mix010.wav,60.0,80.0,1,60.0,
fold3_room22_mix010.wav,60.0,80.0,4,60.0,73.5
fold3_room22_mix010.wav,80.0,100.0,0,86.2,81.0
fold3_room22_mix010.wav,80.0,100.0,1,80.0,
fold3_room22_mix010.wav,80.0,100.0,4,80.8,94.0
fold3_room22_mix010.wav,100.0,120.0,0,106.0,
fold3_room22_mix010.wav,100.0,120.0,1,100.2,
fold3_room22_mix010.wav,100.0,120.0,4,103.7,
fold3_room22_mix010.wav,120.0,140.0,1,120.2,
fold3_room22_mix010.wav,140.0,160.0,0,152.1,140.0
fold3_room22_mix010.wav,140.0,160.0,1,146.7,140.0
fold3_room22_mix010.wav,140.0,160.0,4,147.3,140.0
fold3_room22_mix010.wav,160.0,180.0,0,160.0,161.2
fold3_room22_mix010.wav,160.0,180.0,1,161.1,161.5
fold3_room22_mix010.wav,160.0,180.0,4,162.2,161.7
fold3_room22_mix010.wav,180.0,200.0,0,181.1,181.5
fold3_room22_mix010.wav,180.0,200.0,1,180.0,181.5
fold3_room22_mix010.wav,180.0,200.0,4,182.3,181.5
fold3_room22_mix010.wav,200.0,220.0,0,200.5,200.0
fold3_room22_mix010.wav,200.0,220.0,1,202.9,200.0
fold3_room22_mix010.wav,200.0,220.0,4,205.5,200.0
fold3_room22_mix011.wav,0.0,20.0,0,12.2,1.0
fold3_room22_mix011.wav,0.0,20.0,1,7.1,
fold3_room22_mix011.wav,0.0,20.0,6,4.5,12.0
fold3_room22_mix011.wav,20.0,40.0,0,20.0,30.9
fold3_room22_mix011.wav,20.0,40.0,1,20.0,
fold3_room22_mix011.wav,40.0,60.0,0,45.3,41.5
fold3_room22_mix011.wav,40.0,60.0,1,41.3,41.5
fold3_room22_mix011.wav,40.0,60.0,4,43.1,41.5
fold3_room22_mix011.wav,60.0,80.0,0,60.0,61.4
fold3_room22_mix011.wav,60.0,80.0,1,61.0,61.4
fold3_room22_mix011.wav,60.0,80.0,4,60.0,61.4
fold3_room22_mix011.wav,80.0,100.0,0,80.1,81.5
fold3_room22_mix011.wav,80.0,100.0,1,80.0,81.5
fold3_room22_mix011.wav,80.0,100.0,4,80.5,81.5
fold3_room22_mix011.wav,100.0,120.0,1,102.3,101.5
fold3_room22_mix011.wav,100.0,120.0,4,107.9,112.0
fold3_room22_mix011.wav,120.0,140.0,0,120.2,121.5
fold3_room22_mix011.wav,120.0,140.0,1,120.1,121.5
fold3_room22_mix011.wav,120.0,140.0,4,138.6,121.5
fold3_room22_mix011.wav,140.0,160.0,0,142.1,141.72
fold3_room22_mix011.wav,140.0,160.0,1,141.3,141.72
fold3_room22_mix011.wav,140.0,160.0,4,140.8,141.72
fold3_room22_mix011.wav,160.0,180.0,0,160.0,161.5
fold3_room22_mix011.wav,160.0,180.0,1,160.0,161.5
fold3_room22_mix011.wav,160.0,180.0,4,164.6,161.5
